"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3480","Create course","LMS system","Thu Sep 04 01:41:48 GMT 2025","passed","Thu Sep 04 01:41:51 GMT 2025","Courses","Courses","",""
"","3343","User login with correct email or password","LMS system","Thu Sep 04 01:41:40 GMT 2025","passed","Thu Sep 04 01:41:44 GMT 2025","Authorization","Authentication","",""
"","1327","User login with wrong email or password","LMS system","Thu Sep 04 01:41:43 GMT 2025","passed","Thu Sep 04 01:41:44 GMT 2025","Authorization","Authentication","",""
"","1012","User login with wrong email or password","LMS system","Thu Sep 04 01:41:44 GMT 2025","passed","Thu Sep 04 01:41:45 GMT 2025","Authorization","Authentication","",""
"","1222","Check displaying of dashboard page","LMS system","Thu Sep 04 01:41:53 GMT 2025","passed","Thu Sep 04 01:41:54 GMT 2025","Dashboard","Dashboard","",""
"","906","Navigation from login page to registration page","LMS system","Thu Sep 04 01:41:44 GMT 2025","passed","Thu Sep 04 01:41:45 GMT 2025","Authorization","Authentication","",""
"","1307","Registration with correct email, username and password","LMS system","Thu Sep 04 01:41:45 GMT 2025","passed","Thu Sep 04 01:41:47 GMT 2025","Registration","Authentication","",""
"","3616","Edit course","LMS system","Thu Sep 04 01:41:48 GMT 2025","passed","Thu Sep 04 01:41:52 GMT 2025","Courses","Courses","",""
"","1078","Check displaying of empty courses list","LMS system","Thu Sep 04 01:41:47 GMT 2025","passed","Thu Sep 04 01:41:48 GMT 2025","Courses","Courses","",""
"","1727","User login with wrong email or password","LMS system","Thu Sep 04 01:41:40 GMT 2025","passed","Thu Sep 04 01:41:42 GMT 2025","Authorization","Authentication","",""
