"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3055","User login with correct email or password","LMS system","Tue Jul 15 02:05:57 GMT 2025","passed","Tue Jul 15 02:06:01 GMT 2025","Authorization","Authentication","",""
"","1124","User login with wrong email or password","LMS system","Tue Jul 15 02:06:01 GMT 2025","passed","Tue Jul 15 02:06:02 GMT 2025","Authorization","Authentication","",""
"","1635","User login with wrong email or password","LMS system","Tue Jul 15 02:05:57 GMT 2025","passed","Tue Jul 15 02:05:59 GMT 2025","Authorization","Authentication","",""
"","3490","Create course","LMS system","Tue Jul 15 02:06:05 GMT 2025","passed","Tue Jul 15 02:06:09 GMT 2025","Courses","Courses","",""
"","3621","Edit course","LMS system","Tue Jul 15 02:06:05 GMT 2025","passed","Tue Jul 15 02:06:09 GMT 2025","Courses","Courses","",""
"","1036","Check displaying of empty courses list","LMS system","Tue Jul 15 02:06:04 GMT 2025","passed","Tue Jul 15 02:06:05 GMT 2025","Courses","Courses","",""
"","1112","Check displaying of dashboard page","LMS system","Tue Jul 15 02:06:11 GMT 2025","passed","Tue Jul 15 02:06:12 GMT 2025","Dashboard","Dashboard","",""
"","1310","User login with wrong email or password","LMS system","Tue Jul 15 02:06:00 GMT 2025","passed","Tue Jul 15 02:06:01 GMT 2025","Authorization","Authentication","",""
"","930","Navigation from login page to registration page","LMS system","Tue Jul 15 02:06:01 GMT 2025","passed","Tue Jul 15 02:06:02 GMT 2025","Authorization","Authentication","",""
"","1310","Registration with correct email, username and password","LMS system","Tue Jul 15 02:06:03 GMT 2025","passed","Tue Jul 15 02:06:04 GMT 2025","Registration","Authentication","",""
