"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1461","Registration with correct email, username and password","LMS system","Sat May 09 10:02:44 UTC 2026","passed","Sat May 09 10:02:46 UTC 2026","Registration","Authentication","",""
"","1290","User login with wrong email or password","LMS system","Sat May 09 10:02:43 UTC 2026","passed","Sat May 09 10:02:44 UTC 2026","Authorization","Authentication","",""
"","3395","User login with correct email or password","LMS system","Sat May 09 10:02:39 UTC 2026","passed","Sat May 09 10:02:43 UTC 2026","Authorization","Authentication","",""
"","1063","Check displaying of empty courses list","LMS system","Sat May 09 10:02:46 UTC 2026","passed","Sat May 09 10:02:47 UTC 2026","Courses","Courses","",""
"","3743","Edit course","LMS system","Sat May 09 10:02:47 UTC 2026","passed","Sat May 09 10:02:51 UTC 2026","Courses","Courses","",""
"","1431","User login with wrong email or password","LMS system","Sat May 09 10:02:41 UTC 2026","passed","Sat May 09 10:02:43 UTC 2026","Authorization","Authentication","",""
"","3545","Create course","LMS system","Sat May 09 10:02:47 UTC 2026","passed","Sat May 09 10:02:51 UTC 2026","Courses","Courses","",""
"","916","Navigation from login page to registration page","LMS system","Sat May 09 10:02:43 UTC 2026","passed","Sat May 09 10:02:44 UTC 2026","Authorization","Authentication","",""
"","1411","User login with wrong email or password","LMS system","Sat May 09 10:02:39 UTC 2026","passed","Sat May 09 10:02:41 UTC 2026","Authorization","Authentication","",""
"","1610","Check displaying of dashboard page","LMS system","Sat May 09 10:02:52 UTC 2026","passed","Sat May 09 10:02:54 UTC 2026","Dashboard","Dashboard","",""
