"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3427","User login with correct email or password","LMS system","Thu Oct 23 01:49:57 GMT 2025","passed","Thu Oct 23 01:50:01 GMT 2025","Authorization","Authentication","",""
"","1276","Check displaying of dashboard page","LMS system","Thu Oct 23 01:50:12 GMT 2025","passed","Thu Oct 23 01:50:13 GMT 2025","Dashboard","Dashboard","",""
"","4011","Create course","LMS system","Thu Oct 23 01:50:06 GMT 2025","passed","Thu Oct 23 01:50:10 GMT 2025","Courses","Courses","",""
"","1280","Check displaying of empty courses list","LMS system","Thu Oct 23 01:50:04 GMT 2025","passed","Thu Oct 23 01:50:06 GMT 2025","Courses","Courses","",""
"","1537","User login with wrong email or password","LMS system","Thu Oct 23 01:50:00 GMT 2025","passed","Thu Oct 23 01:50:01 GMT 2025","Authorization","Authentication","",""
"","1047","Navigation from login page to registration page","LMS system","Thu Oct 23 01:50:01 GMT 2025","passed","Thu Oct 23 01:50:03 GMT 2025","Authorization","Authentication","",""
"","1495","Registration with correct email, username and password","LMS system","Thu Oct 23 01:50:03 GMT 2025","passed","Thu Oct 23 01:50:04 GMT 2025","Registration","Authentication","",""
"","4242","Edit course","LMS system","Thu Oct 23 01:50:06 GMT 2025","passed","Thu Oct 23 01:50:10 GMT 2025","Courses","Courses","",""
"","1841","User login with wrong email or password","LMS system","Thu Oct 23 01:49:57 GMT 2025","passed","Thu Oct 23 01:49:59 GMT 2025","Authorization","Authentication","",""
"","1299","User login with wrong email or password","LMS system","Thu Oct 23 01:50:01 GMT 2025","passed","Thu Oct 23 01:50:03 GMT 2025","Authorization","Authentication","",""
