"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1360","User login with wrong email or password","LMS system","Sat May 24 12:31:01 GMT 2025","passed","Sat May 24 12:31:02 GMT 2025","Authorization","Authentication","",""
"","1094","Check displaying of empty courses list","LMS system","Sat May 24 12:31:07 GMT 2025","passed","Sat May 24 12:31:08 GMT 2025","Courses","Courses","",""
"","3565","Edit course","LMS system","Sat May 24 12:31:08 GMT 2025","passed","Sat May 24 12:31:12 GMT 2025","Courses","Courses","",""
"","866","Navigation from login page to registration page","LMS system","Sat May 24 12:31:04 GMT 2025","passed","Sat May 24 12:31:05 GMT 2025","Authorization","Authentication","",""
"","1236","User login with wrong email or password","LMS system","Sat May 24 12:31:03 GMT 2025","passed","Sat May 24 12:31:04 GMT 2025","Authorization","Authentication","",""
"","1295","Registration with correct email, username and password","LMS system","Sat May 24 12:31:06 GMT 2025","passed","Sat May 24 12:31:07 GMT 2025","Registration","Authentication","",""
"","3110","User login with correct email or password","LMS system","Sat May 24 12:31:01 GMT 2025","passed","Sat May 24 12:31:04 GMT 2025","Authorization","Authentication","",""
"","1266","Check displaying of dashboard page","LMS system","Sat May 24 12:31:14 GMT 2025","passed","Sat May 24 12:31:15 GMT 2025","Dashboard","Dashboard","",""
"","3406","Create course","LMS system","Sat May 24 12:31:08 GMT 2025","passed","Sat May 24 12:31:12 GMT 2025","Courses","Courses","",""
"","1041","User login with wrong email or password","LMS system","Sat May 24 12:31:04 GMT 2025","passed","Sat May 24 12:31:05 GMT 2025","Authorization","Authentication","",""
