"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1071","User login with wrong email or password","LMS system","Sat Oct 04 01:39:12 GMT 2025","passed","Sat Oct 04 01:39:13 GMT 2025","Authorization","Authentication","",""
"","3765","User login with correct email or password","LMS system","Sat Oct 04 01:39:08 GMT 2025","passed","Sat Oct 04 01:39:11 GMT 2025","Authorization","Authentication","",""
"","3694","Edit course","LMS system","Sat Oct 04 01:39:16 GMT 2025","passed","Sat Oct 04 01:39:19 GMT 2025","Courses","Courses","",""
"","1102","Check displaying of empty courses list","LMS system","Sat Oct 04 01:39:14 GMT 2025","passed","Sat Oct 04 01:39:15 GMT 2025","Courses","Courses","",""
"","847","Navigation from login page to registration page","LMS system","Sat Oct 04 01:39:12 GMT 2025","passed","Sat Oct 04 01:39:12 GMT 2025","Authorization","Authentication","",""
"","1814","User login with wrong email or password","LMS system","Sat Oct 04 01:39:08 GMT 2025","passed","Sat Oct 04 01:39:09 GMT 2025","Authorization","Authentication","",""
"","1420","Check displaying of dashboard page","LMS system","Sat Oct 04 01:39:21 GMT 2025","passed","Sat Oct 04 01:39:22 GMT 2025","Dashboard","Dashboard","",""
"","1363","User login with wrong email or password","LMS system","Sat Oct 04 01:39:10 GMT 2025","passed","Sat Oct 04 01:39:11 GMT 2025","Authorization","Authentication","",""
"","1700","Registration with correct email, username and password","LMS system","Sat Oct 04 01:39:13 GMT 2025","passed","Sat Oct 04 01:39:14 GMT 2025","Registration","Authentication","",""
"","3588","Create course","LMS system","Sat Oct 04 01:39:16 GMT 2025","passed","Sat Oct 04 01:39:19 GMT 2025","Courses","Courses","",""
