"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1198","Check displaying of empty courses list","LMS system","Sat May 24 12:17:11 GMT 2025","passed","Sat May 24 12:17:12 GMT 2025","Courses","Courses","",""
"","4286","Create course","LMS system","Sat May 24 12:17:13 GMT 2025","passed","Sat May 24 12:17:17 GMT 2025","Courses","Courses","",""
"","1314","Check displaying of dashboard page","LMS system","Sat May 24 12:17:19 GMT 2025","passed","Sat May 24 12:17:20 GMT 2025","Dashboard","Dashboard","",""
"","1314","Registration with correct email, username and password","LMS system","Sat May 24 12:17:10 GMT 2025","passed","Sat May 24 12:17:11 GMT 2025","Registration","Authentication","",""
"","3399","User login with correct email or password","LMS system","Sat May 24 12:17:04 GMT 2025","passed","Sat May 24 12:17:08 GMT 2025","Authorization","Authentication","",""
"","1006","Navigation from login page to registration page","LMS system","Sat May 24 12:17:09 GMT 2025","passed","Sat May 24 12:17:10 GMT 2025","Authorization","Authentication","",""
"","1228","User login with wrong email or password","LMS system","Sat May 24 12:17:07 GMT 2025","passed","Sat May 24 12:17:08 GMT 2025","Authorization","Authentication","",""
"","1045","User login with wrong email or password","LMS system","Sat May 24 12:17:09 GMT 2025","passed","Sat May 24 12:17:10 GMT 2025","Authorization","Authentication","",""
"","1700","User login with wrong email or password","LMS system","Sat May 24 12:17:04 GMT 2025","passed","Sat May 24 12:17:06 GMT 2025","Authorization","Authentication","",""
"","4297","Edit course","LMS system","Sat May 24 12:17:13 GMT 2025","passed","Sat May 24 12:17:17 GMT 2025","Courses","Courses","",""
