"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3635","Create course","LMS system","Sat Sep 06 01:41:07 GMT 2025","passed","Sat Sep 06 01:41:11 GMT 2025","Courses","Courses","",""
"","1134","User login with wrong email or password","LMS system","Sat Sep 06 01:41:03 GMT 2025","passed","Sat Sep 06 01:41:05 GMT 2025","Authorization","Authentication","",""
"","1642","User login with wrong email or password","LMS system","Sat Sep 06 01:40:59 GMT 2025","passed","Sat Sep 06 01:41:01 GMT 2025","Authorization","Authentication","",""
"","1189","Check displaying of empty courses list","LMS system","Sat Sep 06 01:41:06 GMT 2025","passed","Sat Sep 06 01:41:07 GMT 2025","Courses","Courses","",""
"","945","Navigation from login page to registration page","LMS system","Sat Sep 06 01:41:03 GMT 2025","passed","Sat Sep 06 01:41:04 GMT 2025","Authorization","Authentication","",""
"","1544","Registration with correct email, username and password","LMS system","Sat Sep 06 01:41:04 GMT 2025","passed","Sat Sep 06 01:41:06 GMT 2025","Registration","Authentication","",""
"","1267","Check displaying of dashboard page","LMS system","Sat Sep 06 01:41:12 GMT 2025","passed","Sat Sep 06 01:41:13 GMT 2025","Dashboard","Dashboard","",""
"","1458","User login with wrong email or password","LMS system","Sat Sep 06 01:41:01 GMT 2025","passed","Sat Sep 06 01:41:03 GMT 2025","Authorization","Authentication","",""
"","3725","User login with correct email or password","LMS system","Sat Sep 06 01:40:59 GMT 2025","passed","Sat Sep 06 01:41:03 GMT 2025","Authorization","Authentication","",""
"","3648","Edit course","LMS system","Sat Sep 06 01:41:07 GMT 2025","passed","Sat Sep 06 01:41:11 GMT 2025","Courses","Courses","",""
