"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","883","Navigation from login page to registration page","LMS system","Sat Jun 07 20:17:51 GMT 2025","passed","Sat Jun 07 20:17:51 GMT 2025","Authorization","Authentication","",""
"","3461","User login with correct email or password","LMS system","Sat Jun 07 20:17:47 GMT 2025","passed","Sat Jun 07 20:17:50 GMT 2025","Authorization","Authentication","",""
"","1068","Check displaying of empty courses list","LMS system","Sat Jun 07 20:17:53 GMT 2025","passed","Sat Jun 07 20:17:54 GMT 2025","Courses","Courses","",""
"","1033","User login with wrong email or password","LMS system","Sat Jun 07 20:17:51 GMT 2025","passed","Sat Jun 07 20:17:52 GMT 2025","Authorization","Authentication","",""
"","3578","Edit course","LMS system","Sat Jun 07 20:17:55 GMT 2025","passed","Sat Jun 07 20:17:58 GMT 2025","Courses","Courses","",""
"","1368","User login with wrong email or password","LMS system","Sat Jun 07 20:17:49 GMT 2025","passed","Sat Jun 07 20:17:50 GMT 2025","Authorization","Authentication","",""
"","1381","Registration with correct email, username and password","LMS system","Sat Jun 07 20:17:52 GMT 2025","passed","Sat Jun 07 20:17:53 GMT 2025","Registration","Authentication","",""
"","1641","User login with wrong email or password","LMS system","Sat Jun 07 20:17:47 GMT 2025","passed","Sat Jun 07 20:17:48 GMT 2025","Authorization","Authentication","",""
"","1174","Check displaying of dashboard page","LMS system","Sat Jun 07 20:17:59 GMT 2025","passed","Sat Jun 07 20:18:01 GMT 2025","Dashboard","Dashboard","",""
"","3538","Create course","LMS system","Sat Jun 07 20:17:55 GMT 2025","passed","Sat Jun 07 20:17:58 GMT 2025","Courses","Courses","",""
